p_area,p_tilt,p_azimuth,climate_annual_temperature_c,climate_annual_relative_humidity_pct,climate_annual_total_precipitation_mm,climate_total_total_precipitation_mm,climate_annual_snowfall_mm,climate_total_snowfall_mm,climate_annual_cloud_cover_pct,era5_distance_km,surface_solar_radiation_downwards,surface_solar_radiation_downward_clear_sky,total_sky_direct_solar_radiation_at_surface,toa_incident_solar_radiation,avg_annual_generation
25233,0.0,180.0,16.6397,46.6642,0.8541,10.2492,0.021,0.2522,29.4031,13.1409,20828942.0,22521170.0,16705487.0,30034634.0,964.5
48324,10.0,180.0,15.6538,54.9404,0.9214,11.0567,0.0017,0.0208,32.6345,7.954,20158742.0,21924624.0,16077934.0,29628000.0,5238.0
59527,,180.0,19.0296,49.153,0.7107,8.5289,0.0013,0.0156,30.9668,9.3899,20371118.0,22147756.0,16201376.0,29954260.0,3156.0
32043,,180.0,17.7858,54.3606,1.7927,21.5129,0.0068,0.0813,33.2829,9.0919,19433940.0,21613186.0,15375376.0,29545314.0,-1541.84
23244,,180.0,19.4863,49.2902,0.8721,10.4648,0.0003,0.0033,30.8401,9.9788,19601436.0,21486908.0,15455243.0,29710186.0,1051.0
26658,5.0,279.0,13.1705,80.4263,1.9773,23.7277,0.0001,0.0006,40.4047,6.921,18436862.0,21347050.0,13819391.0,29378602.0,2161.5
49323,0.0,,18.2767,53.6588,1.4095,16.9144,0.0053,0.0638,32.6083,9.3266,19402678.0,21525830.0,15297040.0,29628026.0,
65863,36.0,180.0,18.9288,51.5782,1.0057,12.0687,0.0003,0.0037,31.5857,14.1776,19485518.0,21396966.0,15347540.0,29627990.0,4443.5
48925,,180.0,18.9288,51.5782,1.0057,12.0687,0.0003,0.0037,31.5857,2.8056,19485518.0,21396966.0,15347540.0,29627990.0,2832.0
21038,7.0,180.0,16.8415,57.4255,1.6884,20.2605,0.0002,0.0021,37.4246,8.9927,18645090.0,20925466.0,14478415.0,28868238.0,1036.0
10586984,0.0,180.0,18.6414,46.0991,0.8947,10.7368,0.0002,0.0027,30.8121,15.5698,19943354.0,21593472.0,15846275.0,29545270.0,223225.5
42344,0.0,180.0,16.5179,71.915,1.0452,12.5422,0.0001,0.0007,41.3621,11.5638,20383674.0,22505744.0,15825651.0,30813018.0,5141.0
172529,0.0,180.0,14.4842,46.5441,0.8255,9.9062,0.1094,1.3123,31.0085,14.3001,21102818.0,22675842.0,16978730.0,30034608.0,7347.0
73677,0.0,180.0,14.6318,60.2034,1.0732,12.8787,0.0027,0.0318,37.5794,11.3807,19776642.0,21758038.0,15610569.0,29545270.0,3353.0
102735,,90.0,14.6318,60.2034,1.0732,12.8787,0.0027,0.0318,37.5794,11.3636,19776642.0,21758038.0,15610569.0,29545270.0,3977.5
25870,0.0,180.0,18.5485,44.6833,0.787,9.4441,0.0005,0.0065,30.2107,13.1893,20074222.0,21690520.0,15982217.0,29627968.0,3976.0
54820,0.0,180.0,18.5847,48.4397,0.7927,9.5123,0.0016,0.0196,32.0337,7.4546,20071082.0,21926382.0,15859837.0,29873284.0,4769.4
3159861,0.0,180.0,22.9822,24.8244,0.282,3.3839,0.0001,0.0016,24.1598,5.8225,21641054.0,22663062.0,17489974.0,30429760.0,315347.7
7688344,0.0,180.0,22.9822,24.8244,0.282,3.3839,0.0001,0.0016,24.1598,3.342,21641054.0,22663062.0,17489974.0,30429760.0,398905.8
14526,0.0,180.0,17.016,65.3553,0.916,10.9916,0.0002,0.0019,39.5065,5.7577,20458158.0,22561000.0,16021406.0,30737276.0,1692.6
55346,0.0,180.0,17.3694,54.9158,1.3415,16.0975,0.0022,0.0259,34.0301,3.5892,20201816.0,22398886.0,15915100.0,30351582.0,2342.5
32467,10.0,180.0,17.3694,54.9158,1.3415,16.0975,0.0022,0.0259,34.0301,3.5925,20201816.0,22398886.0,15915100.0,30351582.0,2590.3333333333335
20120,12.0,180.0,17.3694,54.9158,1.3415,16.0975,0.0022,0.0259,34.0301,5.0325,20201816.0,22398886.0,15915100.0,30351582.0,1408.0
21252,10.0,180.0,17.3694,54.9158,1.3415,16.0975,0.0022,0.0259,34.0301,5.6437,20201816.0,22398886.0,15915100.0,30351582.0,1372.4
65067,0.0,180.0,18.2767,53.6588,1.4095,16.9144,0.0053,0.0638,32.6083,6.3777,19402678.0,21525830.0,15297040.0,29628026.0,6380.0
52178,0.0,180.0,16.5179,71.915,1.0452,12.5422,0.0001,0.0007,41.3621,9.741,20383674.0,22505744.0,15825651.0,30813018.0,3671.4
34138,0.0,180.0,15.6853,53.0192,1.0213,12.2552,0.0176,0.2108,29.8882,9.2617,20816974.0,22629974.0,16686078.0,30034618.0,2521.0
57060,0.0,0.0,16.6646,54.1072,1.5665,18.7979,0.0002,0.0029,37.6186,2.7704,18659974.0,20968310.0,14462026.0,28868248.0,5224.0
64841,16.0,180.0,18.2651,52.7285,1.209,14.5075,0.0004,0.0051,31.6705,6.9197,19631876.0,21500600.0,15526463.0,29462234.0,1043.1
19871,2.0,180.0,17.8134,59.4258,1.0044,12.053,0.0,0.0,35.1709,10.0818,20141878.0,22121434.0,15835383.0,30351582.0,0.0
19141,15.0,180.0,17.4547,55.8385,1.2353,14.8233,0.0007,0.0086,34.3276,13.1454,20359348.0,22575234.0,15925700.0,30429744.0,1103.2
15461,15.0,180.0,17.6236,52.4933,1.5793,18.9519,0.0001,0.0018,36.8596,8.9716,18605174.0,20868816.0,14462493.0,28781730.0,926.9
19537,0.0,180.0,16.2799,49.6454,1.156,13.872,0.0334,0.4004,31.6561,10.6446,20409318.0,22635878.0,16105336.0,30351626.0,1231.2
12006,5.0,211.0,17.1645,70.6662,0.8693,10.4319,0.0,0.0,36.63,2.4927,20187498.0,22087102.0,15794396.0,30429750.0,54.7
20342,5.0,180.0,17.8134,59.4258,1.0044,12.053,0.0,0.0,35.1709,6.7193,20141878.0,22121434.0,15835383.0,30351582.0,526.0
32798,2.0,180.0,17.1645,70.6662,0.8693,10.4319,0.0,0.0,36.63,4.9247,20187498.0,22087102.0,15794396.0,30429750.0,2679.3
16831,5.0,180.0,16.8415,57.4255,1.6884,20.2605,0.0002,0.0021,37.4246,9.5019,18645090.0,20925466.0,14478415.0,28868238.0,1386.0
17624,,180.0,16.3662,57.3227,2.2512,27.0143,0.0041,0.0494,36.3855,13.7862,18753322.0,21060458.0,14725087.0,28868240.0,10556.4
19629,2.0,225.0,17.3401,61.733,1.2921,15.5051,0.0001,0.0017,35.4702,8.7075,20030850.0,22295978.0,15566540.0,30429744.0,1954.8
22739,20.0,180.0,17.4395,58.3329,1.0687,12.8242,0.0009,0.0106,35.213,13.2466,20114070.0,22161234.0,15847717.0,30351610.0,1002.8
23657,10.0,180.0,17.4395,58.3329,1.0687,12.8242,0.0009,0.0106,35.213,10.8658,20114070.0,22161234.0,15847717.0,30351610.0,1664.9
22227,10.0,180.0,17.4395,58.3329,1.0687,12.8242,0.0009,0.0106,35.213,10.917,20114070.0,22161234.0,15847717.0,30351610.0,1587.8
11179,5.0,0.0,17.016,65.3553,0.916,10.9916,0.0002,0.0019,39.5065,10.0076,20458158.0,22561000.0,16021406.0,30737276.0,404.3333333333333
12520,10.0,0.0,17.4395,58.3329,1.0687,12.8242,0.0009,0.0106,35.213,14.3355,20114070.0,22161234.0,15847717.0,30351610.0,450.0
29024,5.0,223.0,16.8436,58.3097,1.1865,14.2376,0.0017,0.0198,32.5781,8.8128,20059384.0,22216166.0,15802566.0,30351586.0,1204.932
18513,15.0,170.0,17.8134,59.4258,1.0044,12.053,0.0,0.0,35.1709,3.8266,20141878.0,22121434.0,15835383.0,30351582.0,
38923,20.0,180.0,16.8436,58.3097,1.1865,14.2376,0.0017,0.0198,32.5781,9.1915,20059384.0,22216166.0,15802566.0,30351586.0,1599.3
12487,30.0,180.0,15.8245,56.84,0.8864,10.6364,0.0025,0.0304,31.7034,10.67,20197636.0,21926380.0,16105585.0,29792050.0,1363.2
47209,12.0,180.0,15.6853,53.0192,1.0213,12.2552,0.0176,0.2108,29.8882,5.532,20816974.0,22629974.0,16686078.0,30034618.0,2011.1
15785,,90.0,16.5536,51.208,1.1131,13.3576,0.0308,0.3692,33.461,2.856,20677474.0,22858272.0,16281779.0,30429742.0,1625.6
12914,,90.0,16.5536,51.208,1.1131,13.3576,0.0308,0.3692,33.461,3.5277,20677474.0,22858272.0,16281779.0,30429742.0,1379.9
32581,2.0,180.0,17.1984,54.1363,1.1319,13.5826,0.0008,0.0092,31.6334,10.4295,20367118.0,22277970.0,16162387.0,30273064.0,2787.0
67448,10.0,180.0,17.1984,54.1363,1.1319,13.5826,0.0008,0.0092,31.6334,2.1492,20367118.0,22277970.0,16162387.0,30273064.0,4998.666666666667
24788,5.0,270.0,17.8134,59.4258,1.0044,12.053,0.0,0.0,35.1709,13.217,20141878.0,22121434.0,15835383.0,30351582.0,2616.3
44726,5.0,180.0,15.7975,63.9728,1.3148,15.7773,0.0,0.0005,40.1078,0.1525,18790614.0,21184726.0,14537777.0,29040086.0,2088.0
41146,10.0,180.0,17.3694,54.9158,1.3415,16.0975,0.0022,0.0259,34.0301,10.1239,20201816.0,22398886.0,15915100.0,30351582.0,2123.9
79239,9.0,180.0,17.3694,54.9158,1.3415,16.0975,0.0022,0.0259,34.0301,3.7503,20201816.0,22398886.0,15915100.0,30351582.0,2517.2
12212,0.0,210.0,14.4264,62.9116,2.5601,30.7216,0.0069,0.0829,39.8603,2.7457,18338034.0,21064908.0,14106593.0,28781736.0,1335.6
14614,0.0,120.0,15.2795,60.3075,1.9747,23.6959,0.0022,0.0259,39.2605,2.4151,18515866.0,21074262.0,14370700.0,28868248.0,1480.2
31458,10.0,180.0,17.4395,58.3329,1.0687,12.8242,0.0009,0.0106,35.213,10.8891,20114070.0,22161234.0,15847717.0,30351610.0,2628.6
36895,10.0,180.0,17.4395,58.3329,1.0687,12.8242,0.0009,0.0106,35.213,10.7407,20114070.0,22161234.0,15847717.0,30351610.0,2419.8
31308,20.0,180.0,16.1584,40.2448,0.7708,9.2493,0.0778,0.934,30.5282,13.3336,21078500.0,22662942.0,16921920.0,30194070.0,3102.0
31502,5.0,180.0,17.4379,69.4693,0.9331,11.197,0.0,0.0,38.6315,9.1896,20001982.0,22068510.0,15556488.0,30429732.0,2983.6666666666665
121134,5.0,210.0,14.1645,68.0438,1.8457,22.1489,0.0003,0.0036,41.376,9.2535,18640002.0,21382538.0,13971081.0,29294752.0,16480.333333333332
30924,11.0,180.0,17.3694,54.9158,1.3415,16.0975,0.0022,0.0259,34.0301,10.6665,20201816.0,22398886.0,15915100.0,30351582.0,2104.6666666666665
47428,30.0,190.0,17.8134,59.4258,1.0044,12.053,0.0,0.0,35.1709,9.6307,20141878.0,22121434.0,15835383.0,30351582.0,1702.6666666666667
12155,5.0,180.0,14.5949,66.7771,1.7953,21.5435,0.0002,0.0022,42.3027,14.4587,18405548.0,21048050.0,14048131.0,28954464.0,1583.0
19507,30.0,190.0,17.1645,70.6662,0.8693,10.4319,0.0,0.0,36.63,4.7311,20187498.0,22087102.0,15794396.0,30429750.0,1603.3333333333333
17625,11.0,180.0,17.3694,54.9158,1.3415,16.0975,0.0022,0.0259,34.0301,11.6088,20201816.0,22398886.0,15915100.0,30351582.0,969.6666666666666
21674,10.0,180.0,17.4395,58.3329,1.0687,12.8242,0.0009,0.0106,35.213,10.5698,20114070.0,22161234.0,15847717.0,30351610.0,2153.6666666666665
20615,10.0,180.0,17.4395,58.3329,1.0687,12.8242,0.0009,0.0106,35.213,10.7223,20114070.0,22161234.0,15847717.0,30351610.0,2137.3333333333335
14896,10.0,180.0,17.4395,58.3329,1.0687,12.8242,0.0009,0.0106,35.213,10.4644,20114070.0,22161234.0,15847717.0,30351610.0,1548.6666666666667
36304,10.0,180.0,17.4395,58.3329,1.0687,12.8242,0.0009,0.0106,35.213,12.5926,20114070.0,22161234.0,15847717.0,30351610.0,2219.0
31407,12.0,179.0,14.8245,65.8962,1.4753,17.7032,0.0001,0.001,43.6627,12.1395,18399702.0,21134932.0,14079902.0,29040080.0,4042.6666666666665
3703,30.0,180.0,19.4863,49.2902,0.8721,10.4648,0.0003,0.0033,30.8401,13.0301,19601436.0,21486908.0,15455243.0,29710186.0,1901.6666666666667
15980,7.0,180.0,16.8415,57.4255,1.6884,20.2605,0.0002,0.0021,37.4246,14.3011,18645090.0,20925466.0,14478415.0,28868238.0,2154.6666666666665
39328,12.0,180.0,16.6399,58.1189,1.8702,22.4419,0.0005,0.0063,36.7682,10.8338,18714024.0,20951096.0,14595224.0,28868234.0,5245.333333333333
38327,30.0,190.0,17.1645,70.6662,0.8693,10.4319,0.0,0.0,36.63,3.7249,20187498.0,22087102.0,15794396.0,30429750.0,5334.666666666667
25565,10.0,180.0,17.4395,58.3329,1.0687,12.8242,0.0009,0.0106,35.213,16.921,20114070.0,22161234.0,15847717.0,30351610.0,3002.0
36742,10.0,182.0,16.8732,75.5353,0.7745,9.2937,0.0,0.0,41.8214,4.4658,20269012.0,22391928.0,15629881.0,30737334.0,4219.333333333333
19015,8.0,207.0,16.8732,75.5353,0.7745,9.2937,0.0,0.0,41.8214,6.2737,20269012.0,22391928.0,15629881.0,30737334.0,2884.0
30101,10.0,180.0,17.1645,70.6662,0.8693,10.4319,0.0,0.0,36.63,4.0144,20187498.0,22087102.0,15794396.0,30429750.0,5193.0
120925,10.0,225.0,17.8134,59.4258,1.0044,12.053,0.0,0.0,35.1709,2.7064,20141878.0,22121434.0,15835383.0,30351582.0,11172.666666666666
13139,10.0,168.0,17.1645,70.6662,0.8693,10.4319,0.0,0.0,36.63,3.7064,20187498.0,22087102.0,15794396.0,30429750.0,1648.6666666666667
20491,10.0,180.0,17.1645,70.6662,0.8693,10.4319,0.0,0.0,36.63,3.8639,20187498.0,22087102.0,15794396.0,30429750.0,3379.3333333333335
24993,10.0,180.0,17.1645,70.6662,0.8693,10.4319,0.0,0.0,36.63,3.6581,20187498.0,22087102.0,15794396.0,30429750.0,3646.0
18326,30.0,190.0,17.1645,70.6662,0.8693,10.4319,0.0,0.0,36.63,3.6724,20187498.0,22087102.0,15794396.0,30429750.0,3002.6666666666665
30887,30.0,190.0,17.1645,70.6662,0.8693,10.4319,0.0,0.0,36.63,3.7958,20187498.0,22087102.0,15794396.0,30429750.0,4530.333333333333
8412,3.0,177.0,16.713,74.0529,1.0731,12.8775,0.0,0.0,39.2226,7.1407,20284064.0,22407958.0,15659899.0,30661148.0,6689.333333333333
18444,12.0,110.0,16.7416,55.6957,2.1504,25.8042,0.0068,0.0811,36.504,10.2391,18618822.0,20942558.0,14564680.0,28781726.0,1840.6666666666667
11801,7.0,181.0,16.5179,71.915,1.0452,12.5422,0.0001,0.0007,41.3621,9.682,20383674.0,22505744.0,15825651.0,30813018.0,1860.3333333333333
10914,10.0,240.0,14.3964,68.0354,1.1986,14.3833,0.0005,0.0061,39.7623,6.7408,18930262.0,21434586.0,14605872.0,29378626.0,
35699,10.0,180.0,16.2799,49.6454,1.156,13.872,0.0334,0.4004,31.6561,8.326,20409318.0,22635878.0,16105336.0,30351626.0,7287.0
28195,5.0,215.0,14.195,74.789,1.5074,18.0894,0.0,0.0005,50.1632,9.676,18322206.0,21266492.0,13490872.0,29210320.0,6181.666666666667
39010,10.0,180.0,17.4379,69.4693,0.9331,11.197,0.0,0.0,38.6315,11.6481,20001982.0,22068510.0,15556488.0,30429732.0,7121.666666666667
15188,10.0,262.0,14.6232,64.0902,2.1312,25.5738,0.002,0.024,40.3791,5.2735,18415468.0,21065746.0,14096395.0,28868218.0,612.0
22920,10.0,180.0,16.1521,54.4318,2.8049,33.6589,0.0256,0.3072,37.088,12.8683,18643374.0,21086940.0,14674580.0,28781710.0,3006.6666666666665
39087,7.0,180.0,16.4276,47.1252,1.2168,14.602,0.0712,0.8538,33.2347,13.33,20547032.0,22529034.0,16388679.0,30272960.0,7029.666666666667
11247,0.0,0.0,19.1178,49.1005,0.7156,8.5867,0.0006,0.0067,30.3186,12.8555,19934862.0,21775930.0,15773960.0,29873320.0,2577.3333333333335
4106,10.0,180.0,17.1984,54.1363,1.1319,13.5826,0.0008,0.0092,31.6334,7.19,20367118.0,22277970.0,16162387.0,30273064.0,1703.3333333333333
20253,5.0,228.0,14.2571,70.8592,1.3704,16.4445,0.0,0.0003,47.4202,9.7246,18324564.0,21196096.0,13719935.0,29125306.0,3259.5
12733,5.0,236.0,17.016,65.3553,0.916,10.9916,0.0002,0.0019,39.5065,3.2986,20458158.0,22561000.0,16021406.0,30737276.0,2103.3333333333335
74211,5.0,9.0,15.4083,62.0336,1.641,19.6921,0.0002,0.002,41.192,13.1906,18459074.0,21048590.0,14250739.0,28954418.0,10222.666666666666
16021,10.0,85.0,14.195,74.789,1.5074,18.0894,0.0,0.0005,50.1632,13.2677,18322206.0,21266492.0,13490872.0,29210320.0,2089.4366666666665
28585,15.0,150.0,13.1828,81.365,1.5559,18.6714,0.0,0.0,53.2213,14.7939,18076226.0,21168570.0,13034977.0,29210274.0,3507.0
13747,7.0,270.0,17.016,65.3553,0.916,10.9916,0.0002,0.0019,39.5065,7.114,20458158.0,22561000.0,16021406.0,30737276.0,2176.5
13355,10.0,219.0,17.016,65.3553,0.916,10.9916,0.0002,0.0019,39.5065,7.7451,20458158.0,22561000.0,16021406.0,30737276.0,2053.6666666666665
14431,7.0,269.0,17.6115,54.109,1.4998,17.9978,0.0011,0.0136,31.7717,12.8686,19604292.0,21580314.0,15510689.0,29378616.0,2047.0
20631,7.0,180.0,18.2651,52.7285,1.209,14.5075,0.0004,0.0051,31.6705,4.5552,19631876.0,21500600.0,15526463.0,29462234.0,3494.0
28852,7.0,180.0,18.4353,52.1713,1.3876,16.6517,0.0018,0.0216,32.2655,12.6447,19515938.0,21483602.0,15424396.0,29545326.0,3883.6666666666665
9742,10.0,180.0,17.4395,58.3329,1.0687,12.8242,0.0009,0.0106,35.213,13.5771,20114070.0,22161234.0,15847717.0,30351610.0,1597.3333333333333
32017,7.0,180.0,19.3224,45.517,0.6532,7.8381,0.001,0.0118,29.547,13.6026,20062014.0,21816510.0,15891567.0,29873298.0,4776.666666666667
55678,7.0,225.0,18.2035,53.3143,1.113,13.3561,0.0004,0.0051,31.8538,14.2834,19713730.0,21442250.0,15589301.0,29378586.0,3668.0
11786,7.0,180.0,18.2651,52.7285,1.209,14.5075,0.0004,0.0051,31.6705,9.3265,19631876.0,21500600.0,15526463.0,29462234.0,1280.1
12081,7.0,270.0,18.2651,52.7285,1.209,14.5075,0.0004,0.0051,31.6705,7.8852,19631876.0,21500600.0,15526463.0,29462234.0,1233.6
16410,7.0,270.0,18.2651,52.7285,1.209,14.5075,0.0004,0.0051,31.6705,3.3588,19631876.0,21500600.0,15526463.0,29462234.0,1512.3
10813,5.0,260.0,16.8436,58.3097,1.1865,14.2376,0.0017,0.0198,32.5781,9.6355,20059384.0,22216166.0,15802566.0,30351586.0,784.2
15843,5.0,225.0,17.8134,59.4258,1.0044,12.053,0.0,0.0,35.1709,8.9488,20141878.0,22121434.0,15835383.0,30351582.0,2770.0
11266,10.0,180.0,17.8134,59.4258,1.0044,12.053,0.0,0.0,35.1709,8.663,20141878.0,22121434.0,15835383.0,30351582.0,2181.6666666666665
8967,0.0,,14.9533,62.4791,1.254,15.0476,0.0015,0.0178,38.3335,14.0523,19087730.0,21389426.0,14767468.0,29125292.0,1544.0
12632,15.0,180.0,17.8134,59.4258,1.0044,12.053,0.0,0.0,35.1709,1.6241,20141878.0,22121434.0,15835383.0,30351582.0,
13004,10.0,180.0,17.4395,58.3329,1.0687,12.8242,0.0009,0.0106,35.213,10.3106,20114070.0,22161234.0,15847717.0,30351610.0,1718.0
22688,5.0,269.0,16.6646,54.1072,1.5665,18.7979,0.0002,0.0029,37.6186,13.6086,18659974.0,20968310.0,14462026.0,28868248.0,3042.0
10344,7.0,180.0,16.2799,49.6454,1.156,13.872,0.0334,0.4004,31.6561,14.019,20409318.0,22635878.0,16105336.0,30351626.0,
40024,7.0,201.0,16.5179,71.915,1.0452,12.5422,0.0001,0.0007,41.3621,12.5099,20383674.0,22505744.0,15825651.0,30813018.0,4832.0
16140,7.0,178.0,17.1408,68.6153,1.1106,13.327,0.0001,0.0007,40.6717,6.6341,20250868.0,22425418.0,15673947.0,30584438.0,2971.3333333333335
32168,10.0,216.0,16.2799,49.6454,1.156,13.872,0.0334,0.4004,31.6561,11.0594,20409318.0,22635878.0,16105336.0,30351626.0,4474.333333333333
16413,10.0,149.0,14.1645,68.0438,1.8457,22.1489,0.0003,0.0036,41.376,13.9894,18640002.0,21382538.0,13971081.0,29294752.0,2607.3333333333335
42200,7.0,180.0,17.8134,59.4258,1.0044,12.053,0.0,0.0,35.1709,5.479,20141878.0,22121434.0,15835383.0,30351582.0,7227.666666666667
30417,7.0,180.0,16.8415,57.4255,1.6884,20.2605,0.0002,0.0021,37.4246,7.1333,18645090.0,20925466.0,14478415.0,28868238.0,4075.3333333333335
33279,0.0,0.0,16.2799,49.6454,1.156,13.872,0.0334,0.4004,31.6561,8.3706,20409318.0,22635878.0,16105336.0,30351626.0,3753.3333333333335
54511,10.0,180.0,15.8794,58.8613,1.2258,14.7095,0.0014,0.0172,35.7063,3.8067,19203846.0,21359952.0,15003651.0,29125336.0,2830.0
2713,25.0,0.0,17.7516,54.7821,0.8941,10.7292,0.0,0.0002,32.6236,10.744,19640094.0,21492536.0,15567952.0,29378622.0,1603.3333333333333
49376,0.0,0.0,15.3815,45.4764,1.0343,12.4112,0.0633,0.7598,30.792,7.9344,20726486.0,22918074.0,16460390.0,30351572.0,7659.0
52446,10.0,0.0,16.2799,49.6454,1.156,13.872,0.0334,0.4004,31.6561,11.7789,20409318.0,22635878.0,16105336.0,30351626.0,8260.0
44164,7.0,162.0,16.5999,59.0813,1.4655,17.5861,0.0002,0.0018,36.005,5.7721,19015078.0,21143058.0,14882724.0,29040110.0,3806.4
10997,0.0,0.0,19.0296,49.153,0.7107,8.5289,0.0013,0.0156,30.9668,16.9142,20371118.0,22147756.0,16201376.0,29954260.0,2480.0
24895,10.0,181.0,17.6236,52.4933,1.5793,18.9519,0.0001,0.0018,36.8596,7.9107,18605174.0,20868816.0,14462493.0,28781730.0,3320.0
18281,10.0,180.0,16.5999,59.0813,1.4655,17.5861,0.0002,0.0018,36.005,11.1511,19015078.0,21143058.0,14882724.0,29040110.0,2300.3333333333335
26090,7.0,128.0,16.7709,58.8365,1.1507,13.8087,0.0011,0.0138,32.7792,9.5468,20344768.0,22257134.0,16053323.0,30272982.0,3164.5
35240,10.0,180.0,14.1645,68.0438,1.8457,22.1489,0.0003,0.0036,41.376,1.8059,18640002.0,21382538.0,13971081.0,29294752.0,
28747,10.0,10.0,17.4379,69.4693,0.9331,11.197,0.0,0.0,38.6315,11.7925,20001982.0,22068510.0,15556488.0,30429732.0,2584.8
34553,10.0,180.0,17.3694,54.9158,1.3415,16.0975,0.0022,0.0259,34.0301,11.4642,20201816.0,22398886.0,15915100.0,30351582.0,4997.0
31860,10.0,354.0,16.2799,49.6454,1.156,13.872,0.0334,0.4004,31.6561,8.6514,20409318.0,22635878.0,16105336.0,30351626.0,4519.0
31296,10.0,182.0,16.8732,75.5353,0.7745,9.2937,0.0,0.0,41.8214,14.7616,20269012.0,22391928.0,15629881.0,30737334.0,1868.1
24842,40.0,40.0,19.0148,49.8747,0.8475,10.1699,0.0,0.0003,30.754,8.2243,19847276.0,21495944.0,15732942.0,29545284.0,59.333333333333336
7557,5.0,180.0,17.1645,70.6662,0.8693,10.4319,0.0,0.0,36.63,2.4035,20187498.0,22087102.0,15794396.0,30429750.0,1770.6666666666667
7253,5.0,180.0,17.1645,70.6662,0.8693,10.4319,0.0,0.0,36.63,4.1643,20187498.0,22087102.0,15794396.0,30429750.0,1851.6666666666667
1735162,,180.0,18.1075,34.398,0.3518,4.2215,0.0063,0.0751,25.8749,5.3334,21657232.0,22685734.0,17468622.0,30034632.0,145737.3
1222145,,180.0,18.1075,34.398,0.3518,4.2215,0.0063,0.0751,25.8749,6.5075,21657232.0,22685734.0,17468622.0,30034632.0,78853.5
48760,10.0,180.0,17.4484,54.7761,1.7316,20.7789,0.0002,0.0022,36.7061,9.8971,18592014.0,20864554.0,14489633.0,28781700.0,2146.3333333333335
40836,10.0,180.0,17.3694,54.9158,1.3415,16.0975,0.0022,0.0259,34.0301,4.9864,20201816.0,22398886.0,15915100.0,30351582.0,141.33333333333334
33934,10.0,180.0,16.2799,49.6454,1.156,13.872,0.0334,0.4004,31.6561,8.9737,20409318.0,22635878.0,16105336.0,30351626.0,198.33333333333337
43683,0.0,180.0,19.0575,48.4426,0.7975,9.5701,0.0,0.0005,30.3583,10.8069,19735842.0,21478876.0,15616085.0,29627984.0,5975.0
37598,0.0,0.0,16.7416,55.6957,2.1504,25.8042,0.0068,0.0811,36.504,14.6956,18618822.0,20942558.0,14564680.0,28781726.0,3860.7
37636,52.0,180.0,13.7514,72.0907,2.0385,24.4618,0.0001,0.0013,44.1971,1.719,18307514.0,21038384.0,13776704.0,28954408.0,4414.0
13862,20.0,180.0,16.6399,58.1189,1.8702,22.4419,0.0005,0.0063,36.7682,9.3908,18714024.0,20951096.0,14595224.0,28868234.0,2161.0
18313,10.0,123.0,17.1408,68.6153,1.1106,13.327,0.0001,0.0007,40.6717,6.5026,20250868.0,22425418.0,15673947.0,30584438.0,1399.2
16734,7.0,270.0,16.1533,71.1938,1.14,13.6794,0.0001,0.0011,34.6087,12.5775,20347558.0,22239574.0,15984237.0,30273068.0,1834.6666666666667
6858,8.0,90.0,14.195,74.789,1.5074,18.0894,0.0,0.0005,50.1632,8.0256,18322206.0,21266492.0,13490872.0,29210320.0,1026.0
123305,10.0,180.0,18.5847,48.4397,0.7927,9.5123,0.0016,0.0196,32.0337,10.0485,20071082.0,21926382.0,15859837.0,29873284.0,7176.0
16893,10.0,180.0,17.1984,54.1363,1.1319,13.5826,0.0008,0.0092,31.6334,7.9457,20367118.0,22277970.0,16162387.0,30273064.0,2954.6666666666665
37755,1.0,1.0,18.5847,48.4397,0.7927,9.5123,0.0016,0.0196,32.0337,10.7775,20071082.0,21926382.0,15859837.0,29873284.0,1413.3333333333333
15358,10.0,180.0,17.4395,58.3329,1.0687,12.8242,0.0009,0.0106,35.213,16.7138,20114070.0,22161234.0,15847717.0,30351610.0,21835.5
11289,10.0,180.0,17.4395,58.3329,1.0687,12.8242,0.0009,0.0106,35.213,16.5743,20114070.0,22161234.0,15847717.0,30351610.0,1585.3333333333333
69327,5.0,272.0,16.7416,55.6957,2.1504,25.8042,0.0068,0.0811,36.504,13.589,18618822.0,20942558.0,14564680.0,28781726.0,8929.0
11305,5.0,272.0,16.7416,55.6957,2.1504,25.8042,0.0068,0.0811,36.504,13.6124,18618822.0,20942558.0,14564680.0,28781726.0,1556.0
17536,8.0,180.0,16.7734,64.2038,1.2035,14.4423,0.0007,0.008,36.8653,15.2464,20579382.0,22617154.0,16146743.0,30661182.0,1610.7
58235,11.0,180.0,16.2799,49.6454,1.156,13.872,0.0334,0.4004,31.6561,11.7395,20409318.0,22635878.0,16105336.0,30351626.0,2573.0
30928,5.0,180.0,17.3694,54.9158,1.3415,16.0975,0.0022,0.0259,34.0301,12.1515,20201816.0,22398886.0,15915100.0,30351582.0,2957.0
13077,30.0,190.0,17.1984,54.1363,1.1319,13.5826,0.0008,0.0092,31.6334,6.2035,20367118.0,22277970.0,16162387.0,30273064.0,1211.0
14393,10.0,180.0,17.4484,54.7761,1.7316,20.7789,0.0002,0.0022,36.7061,11.8672,18592014.0,20864554.0,14489633.0,28781700.0,1567.3333333333333
44246,10.0,180.0,16.8832,51.1865,1.2056,14.4666,0.0013,0.0162,34.1154,8.0922,19350070.0,21401260.0,15248142.0,29210256.0,2343.6666666666665
