t_cap,t_hh,t_rd,t_rsa,t_ttlh,climate_annual_temperature_c,climate_annual_relative_humidity_pct,climate_annual_total_precipitation_mm,climate_total_total_precipitation_mm,climate_annual_snowfall_mm,climate_total_snowfall_mm,climate_annual_cloud_cover_pct,climate_annual_windspeed_m_s,climate_install_month_windspeed_m_s,area,num_turbines,wind_power_cubed,turbine_density,avg_annual_generation
2100.0,79.0,88.0,6082.12,123.1,7.7106,70.2972,2.3786,28.5435,0.3827,4.5918,56.4419,1.3924,0.9032,1.926745999960987e-06,4,2.6995541530240006,2076039.083553822,
2500.0,80.0,96.0,7238.229999999999,128.0,7.6758,69.7119,2.424,29.0877,0.40570000000000006,4.8685,56.52049999999999,1.4588,2.1984850000000002,0.0013094086639999346,20,3.1044685454720007,15274.070311177502,198895.0
2100.0,79.0,88.0,6082.12,123.09999999999998,7.119600000000001,52.309,1.4026,16.8309,0.7345,8.8134,45.0732,0.5393,0.5393,4.6813000000010504e-05,9,0.156852433457,192254.2883386662,43821.7
2100.0,79.0,88.0,6082.120000000001,123.1,5.5347,52.4127,1.2894,15.4729,0.6763,8.1156,46.8854,2.4272,2.4335689655172414,0.0017197149979996862,29,14.299362971648,16863.259338746135,144327.2
2100.0,79.0,88.0,6082.12,123.10000000000001,5.5347,52.4127,1.2894,15.4729,0.6763,8.1156,46.8854,2.4272,2.4417815789473685,0.0015231190009998253,38,14.299362971648,24948.805690859055,164037.2
1372.4770642201836,71.92660550458716,69.54128440366972,3941.78247706422,106.67064220183487,18.5074,51.7324,1.5283,18.3402,0.0273,0.3273,39.4145,2.126,1.1858990825688074,0.004463235301000563,109,9.609256376,24421.746255583814,234061.66666666663
2000.0,79.0,88.0,6082.12,123.1,7.94408,69.69792,2.45332,29.440230000000003,0.38103000000000004,4.57219,56.767520000000005,1.38071,1.84774,0.0004298889119995638,10,2.6321304593319117,23261.823510372717,34641.0
1627.7641277641278,80.0,93.43980343980344,6889.745847665848,126.8061425061425,18.359620393120395,51.31586732186732,1.513919656019656,18.167319410319408,0.030960196560196558,0.37118280098280093,39.14109287469287,2.2742933660933664,1.9440995085995088,0.05365994366399959,407,11.76357846624543,7584.801105056991,1987498.8
2000.0,78.0,83.0,5410.61,119.5,8.1743,70.1752,2.6461,31.7529,0.3518,4.2221,57.6967,1.1991,1.1048,0.0004690139999998747,10,1.7241149152710002,21321.325163007226,60795.666666666664
2000.0,78.0,87.0,5944.68,121.6,7.8804212499999995,70.73563125000001,2.6545099999999997,31.8539225,0.350215,4.2024725,58.566835000000005,1.2092162499999999,1.71328,0.006078495085000054,80,1.7681207641721168,13161.15237099008,365186.3333333333
2000.0,78.0,87.0,5944.68,121.6,11.6322,66.204,2.6529,31.8351,0.2129,2.555,51.8706,1.1124,1.110015068493151,0.0073929597899999285,73,1.3765213146240003,9874.25903475673,256019.0
2000.0,78.0,84.01960784313725,5546.745490196079,120.03529411764707,10.5373,66.4598,3.4058000000000006,40.8693,0.3698,4.4373,60.81450000000001,0.9864,0.9872470588235295,0.007511329035999671,51,0.9597523645440001,6789.743833024949,192623.0
2000.0,80.0,110.0,9503.32,135.0,18.8148,57.68280000000001,2.1385,25.6617,0.021099999999999997,0.2538,43.6654,1.7924,1.9925,0.0021167706000003368,24,5.758439465024,11338.025953306505,192745.0
1500.0,80.0,77.0,4656.63,118.6,16.5442,50.22690000000001,1.5248,18.2979,0.0659,0.7907,38.4688,1.8507,1.580076,0.008898231187998774,100,6.338814969843,11238.188566607714,399888.0
1500.0,80.0,77.0,4656.63,118.6,17.9062,53.8533,1.7805,21.3662,0.0321,0.3856,40.481100000000005,2.1058,1.1095964601769912,0.011224080300000107,113,9.337946127111998,10067.640018576749,320397.6666666667
1500.0,80.0,77.0,4656.63,118.6,17.895321250000002,50.649447499999994,1.5637012499999998,18.76420625,0.03873625,0.46429875000000004,38.752697500000004,2.02835875,1.5689575,0.017382855108999777,80,8.345153118846481,4602.235909944443,199300.0
1790.0,80.0,100.0,7853.979999999999,130.1,17.90378805970149,48.906992537313435,1.4402149253731342,17.282111940298506,0.036937313432835815,0.4429686567164179,37.7977656716418,1.8934985074626864,1.2551626865671641,0.010590169900000238,67,6.788829496616384,6326.621823130382,440838.3333333333
1668.5915492957747,80.76901408450705,84.53802816901408,5742.482197183099,123.06450704225352,11.374535211267606,67.91026732394366,2.8986971830985913,34.78429436619719,0.21038112676056336,2.524707323943662,59.08466422535211,1.2119115492957746,0.8910174647887323,0.03604371780000175,355,1.7799703690518494,9849.150466936093,1382288.7
3000.0,80.0,90.0,6361.73,125.0,19.069896,47.599351999999996,1.062924,12.755488,0.024644,0.295848,37.723876,2.836624,1.497408,0.002530113094000313,50,22.82471267036598,19761.962466644512,
1500.0,80.0,77.0,4656.63,118.6,7.049000000000001,59.9779,1.3652,16.3828,0.3409,4.0907,51.4255,1.6512,2.76851,0.0005067892040000835,20,4.501933129728,39464.13980830717,86312.0
2300.0,80.0,108.0,9160.88,134.1,18.10151509433962,49.2493358490566,1.3635396226415095,16.362335849056603,0.03533584905660377,0.423622641509434,37.87528679245283,2.1439301886792452,2.7182603773584906,0.005289165701999123,53,9.854439302712823,10020.483945127266,394112.0
2916.6666666666665,80.0,88.98529411764706,6273.268676470588,125.0,12.461827536231883,63.39076666666667,2.310950724637681,27.731553623188407,0.1721159420289855,2.065792753623188,47.77471739130435,1.0991550724637682,1.112491304347826,0.0431650357330018,69,1.3279352683186696,1598.5159939818163,338262.1
2100.0,79.0,88.0,6082.12,123.1,12.406091489361703,54.98469361702128,0.8770042553191489,10.524078723404255,0.1431808510638298,1.7178510638297873,50.90254893617021,2.528459574468085,3.010340425531915,0.006764477070000131,47,16.16471467737612,6948.06110119597,201571.66666666663
2100.0,79.0,88.0,6082.12,123.09999999999998,11.3621,58.6411,1.2746,15.295,0.1701,2.0417,51.69559999999999,1.8788,1.1931,0.002311319297999563,48,6.631956279872,20767.360027471666,175737.0
1000.0,69.0,61.4,2960.92,99.7,17.8408,32.6259,0.483,5.7964,0.0313,0.3755,27.9419,1.181,1.1149377777777778,0.0014303255099996932,45,1.6472127410000001,31461.36993670039,139583.33333333334
2100.0,79.0,88.0,6082.12,123.09999999999998,6.8181,70.7794,2.1864,26.2366,0.4139,4.9666,56.5902,1.4464999999999997,1.6065166666666668,0.0026189173959994053,24,3.026601994624998,9164.092016289562,93257.9
1500.0,80.0,77.0,4656.63,118.6,7.8176,69.9444,2.4172,29.006,0.3859,4.631,56.5947,1.4011,1.4640803030303031,0.0051588187950004066,66,2.7504730833310003,12793.62633631616,204000.0
1500.0,80.0,77.0,4656.63,118.6,7.1938545454545455,70.35210303030303,2.3324818181818183,27.990084848484848,0.40789696969696976,4.894654545454545,56.30369090909091,1.4547424242424243,1.2004575757575757,0.007717625797000381,33,3.0786357816254735,4275.926414160447,82591.66666666667
2400.0,80.0,92.0,6647.61,125.9,23.069157142857144,75.52695714285714,1.9922714285714285,23.90767142857143,0.0016285714285714287,0.01997142857142857,50.76527142857143,2.8187857142857142,4.455328571428571,0.011671899903999935,84,22.396811015250364,7196.771793014896,341664.4
2000.0,78.0,87.0,5944.68,121.6,11.1031,69.6051,3.5982,43.1781,0.3888,4.6654,63.83760000000001,1.3472,1.3472,0.0015036460949995687,23,2.445097730048,15296.152516531223,97117.66666666669
1650.0,80.0,82.0,5281.02,121.0,7.712186813186813,70.97932967032966,2.6316505494505495,31.580005494505492,0.3566824175824176,4.280589010989011,58.965761538461535,1.198458241758242,1.1830840659340658,0.016625552012999173,182,1.7213481579973309,10947.004939005814,846805.7
1800.0,60.0,80.0,5026.55,100.0,9.9507,75.3559,3.6423,43.708,0.3788,4.5454,57.171,2.0008,1.5172,0.0,1,8.009603840512,,1127.0
1500.0,80.0,77.0,4656.63,118.59999999999998,15.412743902439026,57.465890243902436,1.8352487804878048,22.023534146341465,0.08331463414634145,0.9993292682926829,41.28248292682927,1.7194926829268293,1.7194926829268293,0.0025821120000006047,82,5.083946787413989,31756.94934998203,166936.33333333334
1500.0,80.0,82.0,5281.02,121.0,9.220447761194029,68.90239701492538,2.6698044776119403,32.03731492537313,0.3141223880597015,3.7694686567164175,59.166894029850745,0.8940164179104478,0.8534880597014926,0.005950236198999655,67,0.7145563500781557,11260.057207689326,251005.33333333337
1591.2,80.0,91.5,6575.55,125.9,9.381734999999999,68.820217,2.5767040000000003,30.920486,0.29445499999999997,3.533622,54.719816,1.237725,1.2982559999999999,0.009131451799999642,100,1.896149121550453,10951.16112861746,577585.6666666666
2300.0,80.0,93.0,6792.91,126.5,9.931105263157894,68.77955263157895,2.6196684210526313,31.435873684210527,0.26356315789473683,3.1631473684210527,54.25997368421052,1.226357894736842,1.214936842105263,0.009712456130000388,76,1.844385476124291,7825.003169409112,555296.3333333334
1620.0,80.0,91.5,6575.55,125.9,10.106,68.2554,2.5858,31.0291,0.2534,3.0408000000000004,53.4133,1.1637,1.5096274509803922,0.011317512000000106,102,1.5758798518529997,9012.581563863068,585575.3333333334
3000.0,80.0,90.0,6361.73,125.0,12.2325,53.7346,1.4432,17.3189,0.2006,2.4068,42.2803,1.3325,1.2742272727272728,0.0022798440660003897,33,2.3659287031250003,14474.674163962914,129389.0
2500.0,80.0,96.0,7238.23,128.0,13.905515789473682,60.610536842105255,2.122615789473684,25.471731578947367,0.11955263157894737,1.4352052631578947,44.49065789473684,1.4423368421052631,1.4423368421052631,0.0011558637959999955,19,3.0005446309195487,16437.92293326581,42384.666666666664
2300.0,80.0,93.0,6792.91,126.5,18.6079,53.1987,1.9016,22.8193,0.0324,0.389,40.6422,2.0137,2.0072,0.004200682093999785,72,8.165528711353,17140.073537781904,337202.3333333333
2100.0,79.0,88.0,6082.12,123.09999999999998,7.522899999999999,69.5394,2.3068,27.6812,0.4136,4.9631,56.223,1.5143,1.8646777777777777,0.0006902280179998746,9,3.4724481292069997,13039.169325638177,6041.666666666667
3000.0,80.0,90.0,6361.73,125.0,3.79325,74.2197,3.20505,38.460300000000004,0.95305,11.4365,68.1867,1.6251,1.9250500000000001,0.006306600000000249,44,4.291807861251,6976.817936764384,268545.2
1500.0,80.0,77.0,4656.63,118.6,7.721787878787879,71.02134242424242,2.6327439393939396,31.59319696969697,0.3565348484848485,4.278772727272727,59.01974545454545,1.1877742424242426,1.2660681818181816,0.008649028204000228,66,1.67572098883304,7630.91510899162,285316.6666666667
1250.0,73.07142857142857,64.0,3216.9900000000002,104.97142857142858,14.381199999999998,47.8858,1.3001,15.6014,0.1319,1.5825,38.314,1.7947,1.7726428571428572,0.00012143468699997002,7,5.780635537123,57644.155660414624,4913.0
1250.0,73.5625,64.0,3216.99,105.4625,14.3812,47.8858,1.3001,15.6014,0.1319,1.5825,38.314,1.7947,1.7947,0.00020541941199999709,8,5.780635537123,38944.712781088645,5296.0
1250.0,74.5,64.0,3216.99,106.4,14.1175,48.1188,1.325,15.9001,0.1452,1.742,38.5461,1.876,1.8382125,6.764599500011894e-05,8,6.6023493759999985,118262.72937497533,6563.0
1250.0,74.5,64.0,3216.99,106.4,14.3038,48.9237,1.318,15.8161,0.1378,1.654,38.766,1.8965,1.761125,0.00019487050000001287,8,6.821164782125001,41052.90436469077,4799.666666666667
1250.0,72.0,64.0,3216.99,103.9,14.3038,48.9237,1.318,15.8161,0.1378,1.654,38.766,1.8965,1.8062500000000001,0.0,8,6.821164782125001,,3549.0
1796.1538461538462,80.0,88.84615384615384,6219.687692307692,124.52307692307693,7.742926373626373,52.30254285714285,1.196512087912088,14.357564835164835,0.5130395604395604,6.156568131868132,46.33328681318681,2.6198945054945053,1.187787912087912,0.008053709140000075,91,17.982555618022925,11299.141602722339,388904.0
1754.5454545454545,80.0,87.18181818181819,6000.084545454546,123.69090909090909,7.7355909090909085,52.3600909090909,1.1988181818181818,14.385272727272728,0.5115272727272728,6.138409090909091,46.38862727272728,2.6239272727272724,0.8279166666666666,0.007860779709000495,66,18.065724401782088,8396.113673613168,239644.0
1836.7088607594937,80.0,90.46835443037975,6433.731265822785,125.33417721518987,5.899181012658228,53.546306329113925,1.0121215189873418,12.145287341772152,0.513813924050633,6.165373417721519,46.14496329113924,3.0895303797468356,3.043621518987342,0.0043175144000005645,79,29.490179100914013,18297.56491373594,454278.6666666667
2100.0,79.0,88.0,6082.120000000001,123.1,11.853700000000002,56.36730000000001,0.9662,11.5945,0.1685,2.0215,51.41660000000001,2.4648,1.8617478260869564,0.0022376045999995967,46,14.974249185791997,20557.698174203026,193607.33333333337
2100.0,79.0,88.0,6082.12,123.1,11.853699999999998,56.3673,0.9661999999999998,11.5945,0.1685,2.0215,51.416599999999995,2.4648,2.9278,0.003662672799999918,49,14.974249185791997,13378.208394700476,190506.0
1500.0,80.0,77.0,4656.63,118.6,11.826482089552238,67.39364776119403,2.840831343283582,34.09005373134328,0.18489104477611942,2.218955223880597,57.16228358208955,1.0364985074626865,1.0592716417910448,0.01086547519900031,67,1.1135405666890161,6166.320273425722,274483.0
3075.0,94.0,112.0,9852.03,150.0,6.640225714285715,71.58508857142857,3.2999971428571433,39.59992571428571,0.7112485714285715,8.535082857142859,64.95557714285715,1.6769714285714286,1.5339385714285714,0.011158184498999819,70,4.716034680335487,6273.421989596476,423886.4
2100.0,80.0,88.0,6082.12,124.09999999999998,6.14045,68.0219,2.1273208333333335,25.528004166666665,1.0311333333333332,12.373145833333332,60.273937499999995,1.4277375,1.07404375,0.0034270187999998775,48,2.9103491897762876,14006.342772324948,261799.33333333337
2100.0,79.0,88.0,6082.12,123.1,8.5289,69.5603,2.5444,30.5328,0.3327,3.9928,55.813,1.2116,1.1979,0.0017702030049995606,10,1.778597976896,5649.0696105232755,59675.0
2100.0,79.0,88.0,6082.12,123.1,9.7654,68.463,2.6417,31.700799999999997,0.2669,3.2026,55.2368,1.1235,1.3298857142857141,0.0001939842040000763,7,1.4181404028749998,36085.412397791144,35302.666666666664
2000.0,74.94,92.5,6720.06,121.096,16.3375,60.26959999999999,1.4768,17.722,0.0,0.0004,38.8376,1.8507,0.853228,0.008629255700999391,75,6.338814969843,8691.363728080734,409287.6666666667
1620.0,80.0,97.0,7389.81,128.6,7.5267,70.9468,2.6141,31.369700000000005,0.3732,4.4781,59.1496,1.2744,1.3777,0.005623993996000422,67,2.0697471267839997,11913.241736681786,267368.3333333333
2000.0,80.0,92.5,6720.0599999999995,126.2,11.2236,67.7774,2.8736,34.4835,0.2203,2.6436,59.4293,1.2456999999999998,0.8864,0.005865940299999392,53,1.9330380079929992,9035.209580978091,235788.0
2026.3157894736842,80.0,109.26315789473684,9384.104736842104,134.6315789473684,14.140421052631579,60.253315789473675,2.115921052631579,25.391142105263157,0.11323684210526315,1.3593736842105262,44.23891052631579,1.407515789473684,1.3767315789473684,0.000887129599999837,19,2.788430512434283,21417.389296900354,180985.33333333337
1500.0,80.0,77.0,4656.63,118.6,6.4301,72.124,3.4238,41.0854,0.7443,8.9316,64.9863,1.629,1.629,0.0022207949009995544,65,4.322781189,29268.799190210786,138784.66666666666
1500.0,80.0,77.0,4656.63,118.6,8.00865238095238,72.95833809523809,3.270716666666667,39.2488619047619,0.6494785714285715,7.793904761904762,66.63179285714286,1.8273214285714285,1.8273214285714285,0.007697448799999831,84,6.101615566559994,10912.706558048407,196133.66666666663
1500.0,80.0,77.0,4656.63,118.60000000000001,6.655849295774648,71.56498450704224,3.2951450704225356,39.54169014084507,0.708956338028169,8.507576056338028,64.93634929577465,1.6744253521126762,1.6761267605633805,0.0033285759960008238,71,4.694586794730098,21330.442833603378,152808.66666666666
1500.0,80.0,77.0,4656.63,118.60000000000001,14.28811052631579,50.19993684210526,1.3503842105263157,16.204573684210526,0.14417894736842105,1.7304473684210524,39.484405263157896,1.834021052631579,1.834021052631579,0.0041441369969997584,76,6.168974141554359,18339.162063180323,127088.0
1620.0,80.0,91.0,6503.88,125.59999999999998,3.3232291666666662,72.82417916666667,1.7346375,20.81595,0.38485416666666666,4.6182875,59.884729166666666,1.3729458333333333,1.5401416666666667,0.008352740899999888,24,2.5879757956226013,2873.3083292455917,172126.66666666666
2480.0,80.0,116.0,10568.32,138.1,7.8696,70.1482,2.4213,29.055200000000003,0.3556,4.2668,56.0226,1.2733,1.156695,0.0032362102980001894,20,2.0643922368370005,6180.068091483105,203468.4
1500.0,80.0,91.0,6503.88,125.6,4.838781818181818,71.52860909090909,1.9161060606060607,22.993451515151516,0.36135151515151515,4.336248484848484,58.33983333333333,1.229057575757576,1.9702939393939394,0.015326338600000359,99,1.8565928955770234,6459.468408194876,602779.6666666666
1620.0,80.0,88.47368421052632,6150.701052631579,124.21052631578948,18.185205263157897,50.451242105263155,1.4592,17.510757894736845,0.034610526315789474,0.41535789473684215,38.594547368421054,2.3419210526315792,2.0621926315789474,0.011804085998999646,95,12.844486661369318,8048.060646800685,527015.3333333334
1620.0,80.0,88.50649350649351,6155.287792207792,124.22857142857143,18.170892207792207,49.6312051948052,1.3442025974025975,16.130070129870134,0.033859740259740256,0.406425974025974,38.00821038961039,2.2983311688311687,2.4555883116883117,0.013157779998000522,77,12.1405348611855,5852.051030774268,404647.0
1500.0,80.0,91.0,6503.88,125.6,8.2094,70.07606200000001,2.6362200000000002,31.634262,0.350604,4.207462,57.60505,1.196084,1.54226,0.012296587599999187,100,1.7111380261495204,8132.33746246858,580742.5
1500.0,80.0,88.44,6150.39,124.22,9.400824,69.509432,2.7374799999999997,32.849256,0.274036,3.288512,56.403088,1.100036,1.06649,0.05783710280500195,100,1.3311306842768467,1728.9939355563927,563493.6
2485.0,80.0,115.0,10401.8155,137.595,8.184425000000001,70.1466025,2.64325,31.718677500000002,0.35145499999999996,4.2178775,57.6702625,1.1982300000000001,1.45333875,0.021216675391999694,80,1.7203648728947676,3770.619030640687,735018.3
1650.0,80.0,82.0,5281.02,121.0,13.380900000000002,52.5448,0.7196000000000001,8.6351,0.09849999999999999,1.182,49.9954,2.6408,2.4431,6.069560100001031e-05,6,18.416476109312,98853.95154088647,20639.666666666668
2100.0,79.0,88.0,6082.12,123.1,12.3609,44.1574,0.8070999999999999,9.6847,0.1575,1.8901,44.5516,1.3202,2.1022,4.849019999587423e-07,5,2.3010135984080002,10311361.884309456,18043.3
2100.0,79.0,88.0,6082.12,123.09999999999998,11.486233333333335,45.954455555555555,0.8876555555555555,10.651644444444445,0.23805555555555558,2.856988888888889,44.67121111111111,1.3822,1.983088888888889,2.4869030001151822e-06,9,2.6406610882480006,3618959.0022542737,37620.8
1500.0,80.0,77.0,4656.63,118.6,10.8094,68.0871,2.8116,33.7387,0.2362,2.835,58.6736,1.099,0.7959685714285714,0.012325735526999415,140,1.327373299,11358.348529654171,471071.3333333333
1500.0,80.0,77.0,4656.63,118.60000000000001,8.174248837209303,70.41051976744187,2.389117441860465,28.66949069767442,0.3661441860465116,4.393420930232558,60.4946965116279,1.1809279069767442,1.1870395348837208,0.013102943790999888,86,1.6469111018023999,6563.410587098102,139113.1
2485.0,80.0,116.0,10568.32,138.1,12.1769,40.8864,0.9170999999999999,11.0048,0.1823,2.1877,35.0861,2.4629,2.4821675,0.0021382704000003487,40,14.939647010188997,18706.708001005616,339973.3333333333
2100.0,79.0,88.0,6082.12,123.09999999999998,14.7357,54.8688,1.7016,20.4186,0.1295,1.5539,41.5338,1.7905,1.7905,0.0006248276999997431,9,5.740146492625,14403.970886699966,22161.333333333332
3000.0,80.0,90.0,6361.73,125.0,9.452922222222222,67.16940370370371,2.1489555555555557,25.787374074074073,0.32644814814814815,3.9176185185185184,51.606444444444435,1.2989037037037037,1.2766000000000002,0.004142492818000135,27,2.191446463735897,6517.814559068988,163658.0
1500.0,80.0,77.0,4656.63,118.59999999999998,13.380900000000002,52.5448,0.7196000000000001,8.6351,0.09849999999999999,1.182,49.9954,2.6408,2.66226875,0.0013752059029999801,48,18.416476109312,34903.8641379368,154112.33333333334
1500.0,80.0,77.0,4656.63,118.6,8.394066666666667,72.61098933333334,3.320826666666667,39.849769333333334,0.6498813333333334,7.798325333333333,65.50525333333334,1.804792,1.804792,0.006804954800999714,75,5.87870235166556,11021.381066187503,205171.33333333337
1000.0,69.0,61.4,2960.92,99.7,17.2913,48.77799999999999,1.4446,17.3353,0.0456,0.5477,37.7985,1.8248999999999997,1.194858888888889,0.005725604199000024,180,6.0773914922489976,31437.730192987663,264799.3333333333
2100.0,79.0,88.0,6082.12,123.1,18.103657692307692,49.294984615384614,1.368376923076923,16.42041153846154,0.035338461538461534,0.4236615384615385,37.90491923076923,2.149234615384615,2.721846153846154,0.0017004003999999946,26,9.927764806895558,15290.516280753687,35542.0
2100.0,79.0,88.0,6082.12,123.1,7.0711,50.8412,1.5982,19.1779,0.5383,6.4596,46.548,2.7877,4.9919,0.00035113289400011855,14,21.663972975133003,39870.944133178455,59383.7
1589.6875,80.0,80.0,5032.114895833333,120.04166666666667,17.9277,44.9092,1.0177,12.2127,0.029800000000000004,0.3573,35.5043,2.1384,1.4445916666666667,0.011922300109999454,96,9.778378351103997,8052.13751660915,149277.9
1500.0,65.0,77.0,4656.63,103.6,12.4764,68.1812,3.1325,37.5906,0.2657,3.1888,56.583,1.1199,1.052,0.0,1,1.4045517135989996,,456677.4
1650.0,80.0,82.0,5281.02,121.0,13.374900000000002,52.0402,0.7349,8.8187,0.0814,0.9764,50.529500000000006,2.1608,2.1608,1.5564503000009143e-05,3,10.088897587712001,192746.27657550247,10503.666666666666
1650.0,80.0,82.0,5281.02,121.0,13.3749,52.0402,0.7349,8.8187,0.0814,0.9764,50.5295,2.1608,2.1608,0.0,1,10.088897587712001,,3239.3333333333335
2000.0,80.0,92.5,6720.06,126.2,13.3749,52.040200000000006,0.7349,8.8187,0.0814,0.9764000000000002,50.5295,2.1608,1.9785600000000003,8.926380599996359e-05,5,10.088897587712001,56013.744249287774,18583.333333333332
2000.0,80.0,92.5,6720.06,126.2,13.3749,52.040200000000006,0.7349,8.8187,0.0814,0.9764000000000002,50.5295,2.1608,1.9785600000000003,0.00015700350599995796,5,10.088897587712001,31846.422588813646,19102.333333333332
1650.0,80.0,82.0,5281.02,121.0,13.374900000000002,52.0402,0.7349,8.8187,0.0814,0.9764,50.529500000000006,2.1608,2.1608,0.00015794350000005822,6,10.088897587712001,37988.26795656541,20938.0
1650.0,80.0,82.0,5281.02,121.0,13.3749,52.040200000000006,0.7349,8.8187,0.0814,0.9764000000000002,50.5295,2.1608,2.1608,0.0032915142100004248,5,10.088897587712001,1519.0576983713993,16782.666666666668
1650.0,80.0,82.0,5281.02,121.0,13.374900000000002,52.0402,0.7349,8.8187,0.0814,0.9764,50.529500000000006,2.1608,2.1608,0.0001687724040000931,6,10.088897587712001,35550.835668588865,20411.333333333332
1650.0,80.0,82.0,5281.02,121.0,13.3749,52.0402,0.7349,8.8187,0.0814,0.9764,50.5295,2.1608,2.1608,2.683519999989686e-05,2,10.088897587712001,74528.97686649203,5991.0
1650.0,80.0,82.0,5281.02,121.0,13.3749,52.0402,0.7349,8.8187,0.0814,0.9764,50.5295,2.1608,2.1608,1.7419500000026737e-05,4,10.088897587712001,229627.71606497662,14604.666666666666
1600.0,80.0,94.02255639097744,6950.175563909775,127.11127819548872,18.263063157894738,50.91417894736842,1.4969736842105263,17.96401052631579,0.033236842105263155,0.39861052631578947,38.888894736842104,2.324621052631579,1.8777195488721805,0.011228244383999409,133,12.561933784458052,11845.128717498264,711655.3333333334
1500.0,80.0,77.0,4656.63,118.6,9.7597,70.3623,3.2919,39.5032,0.4345,5.2143,62.818799999999996,1.5476,2.34424,0.00234322209699942,35,3.7066037701760006,14936.697654404486,132226.0
1600.0,80.0,97.0,7389.8099999999995,128.6,18.05120722891566,51.17498433734939,1.5387469879518074,18.46498674698795,0.03466144578313253,0.41617590361445783,38.8511,2.06363734939759,2.05495,0.013722194205000747,166,8.788204179153857,12097.190691231071,488417.7
1650.0,80.0,82.0,5281.02,121.0,22.260299999999997,72.826,2.4288,29.146,0.0018,0.0217,51.9567,2.2036,1.4989155963302752,0.010852794399999848,109,10.700357582655997,10043.496263045536,419520.3333333333
1000.0,69.0,61.4,2960.92,99.7,17.97711776649746,51.78247868020304,1.6044060913705582,19.25264416243655,0.03718934010152285,0.4459319796954314,39.28370101522843,2.1895944162436547,2.3198522842639595,0.013676629202000547,197,10.497624419924923,14404.134022379129,228675.0
1550.5050505050506,80.0,84.07070707070707,5589.584545454545,122.13535353535353,13.032370707070706,61.183475757575756,2.13610303030303,25.633467676767676,0.16561212121212124,1.9876828282828283,46.33599191919192,1.2784343434343435,0.9893121212121211,0.007485187607999595,99,2.089465893927671,13226.1213993082,447472.0
1500.0,80.0,77.0,4656.63,118.60000000000001,6.28,71.0839,3.1837,38.2042,0.7336,8.8037,62.2284,1.2469,1.4224,0.0026365474939997074,38,1.9386297577089995,14412.78796853876,122654.33333333331
1500.0,80.0,77.0,4656.63,118.6,6.5485675,70.022285,3.1308274999999997,37.5701775,0.7002825,8.403737500000002,61.703885,1.1548325,1.1548325,0.006102099999999239,40,1.5401286246477066,6555.120368398581,140684.66666666666
1500.0,80.0,77.0,4656.63,118.6,6.126905882352941,71.35924705882353,3.1669823529411767,38.003794117647054,0.7450058823529412,8.940488235294117,62.505435294117646,1.2434823529411765,1.3913117647058824,0.0011577940999998187,17,1.9227325515058595,14683.094342942895,51502.333333333336
1500.0,80.0,77.0,4656.63,118.6,7.5267,70.9468,2.6141,31.369700000000005,0.3732,4.4781,59.1496,1.2744,1.381541791044776,0.005626756802999033,67,2.0697471267839997,11907.392188034382,330459.0
3075.0,84.0,112.0,9852.03,139.9,5.55455,70.829475,3.2116000000000002,38.538850000000004,0.811225,9.7348,63.501875000000005,1.28145,1.42605,0.007482364831999703,48,2.104287116648625,6415.084144884144,338492.9
1500.0,80.0,82.5,5345.62,121.3,4.7556,71.6107,1.9135,22.9623,0.3622,4.3464,58.4335,1.2333,0.7911,0.0033582044010003476,33,1.8758849300370002,9826.679993084967,148681.33333333334
1500.0,80.0,77.0,4656.63,118.6,5.086275,71.143625,1.9202843749999998,23.043465625,0.3579125,4.29500625,58.086709375,1.208559375,1.9269218750000001,0.005831476103000633,32,1.7652408735260448,5487.461396529456,128316.33333333331
1500.0,80.0,97.0,7389.810000000001,128.6,3.203,72.978,1.7815,21.3777,0.3973,4.767900000000001,60.074000000000005,1.3995,0.9461,0.0033755567999998047,27,2.741061049875,7998.680395483661,111995.66666666669
2638.7096774193546,80.0,101.0,8011.85,130.5,5.7041,67.0615,1.6073,19.2871,0.372,4.4639,55.2396,1.288,2.1711354838709678,0.0033140866980006195,31,2.136719872,9354.009965612011,189422.66666666663
1850.0,80.0,91.0,6503.88,125.60000000000001,5.6467,53.7633,1.2656,15.186600000000002,0.6123,7.3471,45.1403,3.2149,3.2149,0.0015471238079999795,19,33.227862603949,12280.852961962984,101398.33333333331
1850.0,80.0,91.0,6503.88,125.60000000000001,5.6467,53.7633,1.2656,15.1866,0.6123,7.3471,45.1403,3.2149,3.2149,0.0030643535999999223,66,33.227862603949,21537.984389269463,333394.6666666667
1500.0,80.0,77.0,4656.63,118.6,8.799043283582089,68.43002388059702,2.967062686567164,35.604901492537316,0.47543880597014926,5.705362686567164,65.15344477611941,1.3745611940298508,1.9087044776119404,0.00902177779800031,67,2.5971213165751204,7426.474193905623,241997.66666666663
2500.0,80.0,89.0,6221.14,124.4,7.81911,66.18891,1.7708400000000002,21.25059,0.33601000000000003,4.0324,52.16871999999999,1.19093,1.43236,0.0006593350939999463,10,1.6891130074973573,15166.794686042927,47086.2
1602.5563909774437,80.0,95.85714285714286,7222.714962406016,128.0285714285714,7.5477,70.118,2.3301,27.961,0.3688,4.4262,56.0461,1.3021,1.265439097744361,0.014437064001000068,133,2.2076642082610003,9212.3994179694,738345.1
