era5_latitude,era5_longitude,climate_annual_temperature_c,climate_m01_temperature_c,climate_m02_temperature_c,climate_m03_temperature_c,climate_m04_temperature_c,climate_m05_temperature_c,climate_m06_temperature_c,climate_m07_temperature_c,climate_m08_temperature_c,climate_m09_temperature_c,climate_m10_temperature_c,climate_m11_temperature_c,climate_m12_temperature_c,climate_annual_relative_humidity_pct,climate_m01_relative_humidity_pct,climate_m02_relative_humidity_pct,climate_m03_relative_humidity_pct,climate_m04_relative_humidity_pct,climate_m05_relative_humidity_pct,climate_m06_relative_humidity_pct,climate_m07_relative_humidity_pct,climate_m08_relative_humidity_pct,climate_m09_relative_humidity_pct,climate_m10_relative_humidity_pct,climate_m11_relative_humidity_pct,climate_m12_relative_humidity_pct,climate_annual_total_precipitation_mm,climate_total_total_precipitation_mm,climate_m01_total_precipitation_mm,climate_m01_total_total_precipitation_mm,climate_m02_total_precipitation_mm,climate_m02_total_total_precipitation_mm,climate_m03_total_precipitation_mm,climate_m03_total_total_precipitation_mm,climate_m04_total_precipitation_mm,climate_m04_total_total_precipitation_mm,climate_m05_total_precipitation_mm,climate_m05_total_total_precipitation_mm,climate_m06_total_precipitation_mm,climate_m06_total_total_precipitation_mm,climate_m07_total_precipitation_mm,climate_m07_total_total_precipitation_mm,climate_m08_total_precipitation_mm,climate_m08_total_total_precipitation_mm,climate_m09_total_precipitation_mm,climate_m09_total_total_precipitation_mm,climate_m10_total_precipitation_mm,climate_m10_total_total_precipitation_mm,climate_m11_total_precipitation_mm,climate_m11_total_total_precipitation_mm,climate_m12_total_precipitation_mm,climate_m12_total_total_precipitation_mm,climate_annual_snowfall_mm,climate_total_snowfall_mm,climate_m01_snowfall_mm,climate_m01_total_snowfall_mm,climate_m02_snowfall_mm,climate_m02_total_snowfall_mm,climate_m03_snowfall_mm,climate_m03_total_snowfall_mm,climate_m04_snowfall_mm,climate_m04_total_snowfall_mm,climate_m05_snowfall_mm,climate_m05_total_snowfall_mm,climate_m06_snowfall_mm,climate_m06_total_snowfall_mm,climate_m07_snowfall_mm,climate_m07_total_snowfall_mm,climate_m08_snowfall_mm,climate_m08_total_snowfall_mm,climate_m09_snowfall_mm,climate_m09_total_snowfall_mm,climate_m10_snowfall_mm,climate_m10_total_snowfall_mm,climate_m11_snowfall_mm,climate_m11_total_snowfall_mm,climate_m12_snowfall_mm,climate_m12_total_snowfall_mm,climate_annual_cloud_cover_pct,climate_m01_cloud_cover_pct,climate_m02_cloud_cover_pct,climate_m03_cloud_cover_pct,climate_m04_cloud_cover_pct,climate_m05_cloud_cover_pct,climate_m06_cloud_cover_pct,climate_m07_cloud_cover_pct,climate_m08_cloud_cover_pct,climate_m09_cloud_cover_pct,climate_m10_cloud_cover_pct,climate_m11_cloud_cover_pct,climate_m12_cloud_cover_pct,era5_lat_idx,era5_lon_idx
30.5,-87.25,19.9139,11.1199,13.1317,16.2284,19.6405,23.7236,26.6537,27.4337,27.1462,25.4313,20.746,15.369,12.3427,73.5163,72.0711,71.5483,69.6985,70.1999,71.1911,75.572,78.9559,80.1301,76.3128,71.1784,71.0373,74.3005,4.1024,49.2286,3.8291,114.8739,4.0551,121.6516,4.2076,126.2283,3.5959,107.8758,2.8287,84.8618,4.733,141.9907,5.5063,165.1897,5.7964,173.8911,4.7722,143.1675,3.0306,90.9195,3.1656,94.9688,3.7079,111.2385,0.0016,0.019,0.0029,0.0858,0.0089,0.2685,0.0069,0.2065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003,0.0105,51.8026,55.7107,55.236,52.3155,49.1196,47.2876,54.233,59.7512,58.9656,49.2287,40.6823,44.0272,55.0742,76,151
30.5,-84.25,19.6786,11.0006,12.9619,16.072,19.4097,23.6048,26.1682,26.9131,26.6655,25.1411,20.6568,15.3576,12.1922,71.9123,70.6327,68.9598,66.0141,66.4468,66.3007,74.6631,78.3159,79.5377,75.5959,71.4957,71.0768,73.9086,3.3038,39.6455,3.2422,97.2652,3.0298,90.8937,3.5115,105.3457,2.46,73.801,2.0002,60.0052,4.8671,146.0133,4.8129,144.3882,4.9513,148.5405,3.5591,106.7734,2.3408,70.2238,2.0454,61.3632,2.8251,84.7521,0.0003,0.0035,0.0028,0.0839,0.0003,0.0076,0.0003,0.0095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0043,53.1335,55.5274,54.5776,51.5356,48.0954,47.6849,57.3113,61.5602,61.3911,54.6944,44.6958,45.2333,55.2953,76,163
29.75,-82.0,20.6674,12.9151,14.6663,17.2899,20.4745,23.8968,26.1324,26.973,26.7792,25.5365,21.831,17.2302,14.2835,72.6361,70.8601,69.4769,65.3538,65.0694,66.7381,75.4541,77.4536,79.8775,78.7731,74.9288,73.4962,74.1513,2.9658,35.5896,2.2745,68.2364,2.2807,68.4214,2.4884,74.6508,2.0095,60.2837,2.4635,73.904,4.6795,140.3847,4.7141,141.4242,5.1133,153.3985,4.0495,121.4848,2.1447,64.3396,1.4317,42.9506,1.9403,58.2094,0.0,0.0002,0.0002,0.0052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.3183,54.7944,53.4888,49.7445,47.7103,46.2247,59.9861,62.5276,63.7471,60.4244,49.262,49.4186,54.491,79,172
27.5,-80.5,23.4462,17.7764,19.0766,20.7824,23.1889,25.4491,27.0076,27.7252,27.6941,26.9273,24.8947,21.5948,19.2368,72.2646,70.2249,68.9617,64.9134,64.7135,67.6274,75.9534,76.607,78.654,79.5836,74.4608,72.2987,73.177,3.3277,39.9321,1.6208,48.624,1.6453,49.3593,1.9216,57.6477,2.0532,61.595,3.0075,90.2252,6.2894,188.6806,5.5339,166.0156,6.0993,182.9796,5.6335,169.0044,3.3218,99.6532,1.5493,46.4783,1.2567,37.6997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0629,53.491,48.9908,48.072,47.0548,46.5889,63.3125,63.6477,65.8587,66.3848,53.7486,50.9607,52.644,88,178
28.0,-81.75,22.5001,15.8472,17.4403,19.6732,22.462,25.3344,26.883,27.3209,27.3737,26.5214,23.9128,19.9336,17.2987,70.8867,69.9692,68.4843,63.1569,62.8071,63.5765,73.5176,76.8477,78.0021,78.132,72.4829,71.1574,72.5066,3.0216,36.2588,1.8942,56.8256,1.7711,53.134,1.9227,57.6811,1.8674,56.0226,2.4001,72.0043,5.5834,167.5014,5.6153,168.4589,5.6331,168.993,4.8143,144.4283,2.0479,61.4357,1.246,37.3793,1.4633,43.9005,0.0,0.0003,0.0003,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0454,51.9022,49.1301,46.9497,45.3131,44.1638,60.903,64.3175,65.0844,62.4137,49.1981,46.6614,50.5079,86,173
27.75,-80.5,23.4546,17.7519,18.9731,20.6925,23.1079,25.4506,27.0683,27.7948,27.7633,27.0106,24.9592,21.6418,19.2414,72.0549,70.0925,69.0382,64.9475,64.8475,67.4839,75.5921,76.4553,78.5344,79.1708,73.7819,71.8305,72.8836,3.3259,39.9107,1.698,50.9396,1.6994,50.9825,1.911,57.3311,1.9351,58.0521,2.8098,84.2953,6.3143,189.4283,5.7549,172.6456,6.1423,184.269,5.5294,165.8821,3.2219,96.6568,1.5658,46.9742,1.3288,39.8645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.3746,54.5386,50.178,48.7845,47.2598,46.5309,62.7999,63.2647,65.5271,65.8773,53.7406,52.178,53.8163,87,178
27.25,-80.5,23.6707,18.1158,19.4069,21.0045,23.3423,25.5558,27.135,27.9036,27.8903,27.1179,25.1404,21.868,19.5681,70.941,68.7211,67.6157,64.1195,64.1556,66.9831,74.7555,74.6833,76.5674,77.9775,73.0932,70.9635,71.657,3.0012,36.0147,1.5397,46.1912,1.6061,48.1844,1.9093,57.2786,2.01,60.3008,2.8612,85.8364,5.4506,163.5189,4.5834,137.5027,5.2319,156.9557,5.06,151.8002,3.0994,92.9813,1.4768,44.3039,1.1862,35.5864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.5038,52.5988,47.8642,47.2827,46.4642,45.7861,63.1001,63.4102,65.4872,66.2728,53.6581,50.1697,51.9513,89,178
27.75,-82.0,22.6019,16.065,17.6171,19.7793,22.6336,25.4609,26.8717,27.2362,27.2863,26.5532,24.0728,20.113,17.5331,70.5433,69.6265,68.3099,63.3511,62.0907,62.8583,73.5739,77.1071,78.3008,77.7149,71.4284,70.2852,71.8727,3.0902,37.0824,1.9204,57.6115,1.7094,51.2819,1.8887,56.6616,1.8081,54.2421,2.4989,74.9683,5.8027,174.0818,5.9517,178.5507,5.8472,175.4169,4.8773,146.3203,1.9793,59.3786,1.3273,39.8178,1.4713,44.1399,0.0,0.0003,0.0003,0.0105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.6848,51.5547,48.4513,46.3389,44.9183,43.4002,60.8352,64.9892,65.3419,62.3833,48.6276,45.6461,49.7307,87,172
28.5,-81.5,22.1615,15.3268,16.8786,19.1804,21.9747,24.8917,26.7711,27.4031,27.3823,26.3828,23.4869,19.4823,16.7768,72.8731,71.9717,70.5896,65.4538,65.6559,66.8089,74.7882,77.2286,78.777,79.4252,75.3764,73.7634,74.6381,3.0231,36.2778,1.8867,56.5996,1.8655,55.9635,2.0441,61.3241,1.8944,56.8314,2.349,70.4708,5.3421,160.2631,5.1643,154.9301,5.5618,166.8549,4.9853,149.559,2.2641,67.9235,1.2316,36.9482,1.6888,50.6649,0.0,0.0006,0.0006,0.0176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.613,53.0297,50.5263,47.5706,46.0356,44.6953,60.5347,63.6911,65.2047,62.0477,49.7909,48.2415,51.988,84,174
29.0,-81.0,22.2842,15.7275,17.0397,19.0787,21.8211,24.7376,26.6974,27.5388,27.4392,26.48,23.7166,19.9346,17.1994,71.7316,69.6175,68.6526,64.8362,65.156,66.7503,74.9245,76.3885,78.5272,78.5649,73.3324,71.4624,72.5664,3.0362,36.4339,1.8252,54.7571,1.9584,58.753,1.9639,58.918,1.9012,57.0364,2.4761,74.2817,5.08,152.401,4.8845,146.534,5.4812,164.4363,4.933,147.9912,2.6911,80.7343,1.4195,42.5854,1.8196,54.5893,0.0001,0.0006,0.0006,0.0191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.7378,54.6709,52.6501,48.9294,46.9826,46.0583,60.4172,61.8558,64.2565,62.8658,51.8758,52.0162,54.2754,82,176
25.75,-80.5,24.3398,19.5224,20.641,22.0349,24.2075,25.9825,27.2768,27.912,27.9253,27.2689,25.6484,22.807,20.8508,73.2807,70.9532,70.4986,66.4633,65.8113,69.4539,77.5225,77.1829,78.5396,80.0428,76.4322,73.0124,73.456,3.4613,41.5357,1.3225,39.6738,1.3558,40.6752,1.5335,46.0043,2.0095,60.2837,3.5196,105.587,7.261,217.8307,5.7488,172.4644,6.3948,191.8449,6.2917,188.7512,3.564,106.9212,1.4045,42.1362,1.1299,33.8984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.7928,49.8043,44.7738,44.347,43.5998,46.0601,66.5396,64.5599,66.0222,67.9066,55.3327,47.935,48.6325,95,178
29.75,-82.75,20.6523,12.5064,14.3549,17.1585,20.475,24.2148,26.4162,27.2342,26.9872,25.7663,21.895,16.9462,13.8726,70.5149,69.875,68.5667,64.2545,63.5424,64.066,73.6726,75.7672,78.0903,75.5244,70.6788,69.9832,72.1572,2.9848,35.8173,2.774,83.2214,2.3856,71.5685,2.9361,88.0842,2.0656,61.9669,2.1773,65.3191,4.7095,141.2849,4.49,134.7008,4.9901,149.704,3.7047,111.1412,1.881,56.4289,1.4738,44.2142,2.2295,66.884,0.0,0.0001,0.0001,0.0024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014,52.976,54.283,52.6189,49.2514,46.8358,45.0769,58.2821,62.2391,62.214,58.0158,47.0039,46.6707,53.221,79,169
30.5,-86.5,20.1388,11.2884,13.2384,16.3442,19.7806,23.8068,26.8071,27.6813,27.4732,25.7757,21.1434,15.7523,12.5739,75.4172,73.4761,72.9949,72.1688,73.2822,74.6595,77.3232,79.4455,80.0935,77.5931,74.1576,73.788,76.0235,3.7091,44.5089,3.8365,115.0951,3.876,116.2796,3.9848,119.5431,3.1881,95.644,2.3126,69.3779,4.1768,125.3052,4.7646,142.9386,5.058,151.741,4.0808,122.4251,2.9223,87.6703,2.7297,81.8911,3.5785,107.3551,0.0005,0.0066,0.0015,0.0453,0.0014,0.0415,0.0037,0.1106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005,51.0849,55.0095,54.4682,51.2307,48.168,45.9308,53.264,59.3279,58.7711,48.8133,40.2315,43.3845,54.4195,76,154
30.5,-87.0,20.2227,11.3124,13.3123,16.4364,19.8956,24.0956,27.0173,27.7601,27.5045,25.8626,21.1855,15.7094,12.5811,71.3797,71.4703,70.6756,68.2053,68.1089,68.2111,72.773,76.3084,77.1999,73.0102,68.182,69.1553,73.256,3.6401,43.6811,3.745,112.3514,3.9456,118.3681,4.0361,121.0823,3.4118,102.354,2.3907,71.7201,3.9272,117.815,4.4014,132.0419,4.6311,138.9332,3.9146,117.4374,2.7787,83.3616,2.9118,87.3547,3.5872,107.6145,0.0012,0.0138,0.0022,0.0658,0.0055,0.164,0.0061,0.1841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014,51.3593,55.4711,54.9729,51.7722,48.7793,46.3886,53.4843,59.0792,58.2615,48.9412,40.527,43.8849,54.7496,76,152
30.5,-83.25,19.9435,11.2282,13.2232,16.3978,19.8053,23.8545,26.2584,27.1681,26.8859,25.3489,20.9404,15.7025,12.5093,69.5921,69.3731,67.143,62.6411,62.5246,63.0849,72.596,75.0681,77.0181,74.0524,70.0955,69.2774,72.2312,2.9796,35.7548,3.0393,91.1798,2.5679,77.0369,3.2056,96.1685,2.1706,65.1178,1.9587,58.7616,4.4376,133.1291,4.1655,124.9638,4.4617,133.8501,3.4365,103.0941,2.0953,62.8586,1.735,52.0496,2.4812,74.4352,0.0003,0.0038,0.0036,0.1092,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0043,53.1059,55.3993,54.6467,50.7615,47.5082,46.6638,57.5748,60.3832,61.375,56.1412,45.8303,45.9513,55.0352,76,167
26.75,-81.25,23.6322,17.8947,19.4639,21.3025,23.8227,26.0469,27.1202,27.5474,27.5592,26.9151,24.9794,21.6065,19.3282,70.2528,68.3325,66.036,61.4396,60.6797,63.2405,74.4933,76.2929,77.9802,78.9544,73.5904,70.7062,71.2879,3.2821,39.3848,1.5144,45.4311,1.4025,42.0742,1.6755,50.2644,1.9216,57.6487,2.9839,89.5176,6.8325,204.9751,6.2354,187.0613,6.341,190.2313,5.6096,168.2892,2.6155,78.4655,1.1933,35.799,1.0595,31.786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.838,50.1748,45.4046,44.2546,44.0269,43.8297,63.0275,65.2224,66.6408,65.8472,51.4769,45.5579,48.5925,91,175
30.25,-82.75,20.2381,11.8143,13.7619,16.7698,20.1398,23.9651,26.2272,27.164,26.8715,25.4517,21.2889,16.2607,13.1425,70.1305,69.5764,67.6369,62.8976,62.5256,63.4746,73.3478,75.186,77.6512,75.3722,71.4066,70.1989,72.2924,3.0371,36.4446,2.9967,89.9,2.548,76.4389,2.9997,89.9897,2.1627,64.8804,2.0439,61.3174,4.6268,138.8054,4.4538,133.6155,4.778,143.3411,3.9157,117.4717,2.0431,61.2917,1.5227,45.681,2.3535,70.6062,0.0001,0.0016,0.0007,0.0196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0286,53.2597,55.0701,54.225,50.1483,47.1775,46.1596,58.1395,60.6657,61.8772,57.5022,46.6222,46.9269,54.6026,77,169
27.25,-81.25,23.2793,17.1874,18.7442,20.7194,23.3201,25.7621,27.1509,27.6504,27.6452,26.8774,24.6502,21.0386,18.6054,71.2716,70.1472,68.2008,63.4398,62.7577,64.6485,74.1775,76.1788,77.8391,78.8022,73.8868,72.0677,73.1133,3.2062,38.4749,1.5994,47.9813,1.5614,46.8416,1.74,52.2013,1.9875,59.6237,2.8006,84.0187,6.3982,191.946,6.0003,180.0079,6.1431,184.2937,5.3886,161.6592,2.4091,72.2733,1.2317,36.9501,1.215,36.4494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.3088,51.1473,47.014,45.7352,44.8957,44.4278,62.6128,64.8361,66.4283,65.3926,51.1068,46.5593,49.5492,89,175
29.75,-82.25,20.6106,12.7473,14.5356,17.2289,20.4626,23.9557,26.141,26.959,26.7586,25.5424,21.786,17.0942,14.1164,72.2876,70.9018,69.5269,65.2209,64.6078,66.0708,75.2645,77.4435,79.7937,77.9946,73.976,72.7607,73.8906,2.9337,35.204,2.4601,73.802,2.3526,70.5786,2.63,78.9013,2.0085,60.256,2.3781,71.3425,4.6781,140.3427,4.597,137.9089,4.9662,148.9849,3.7505,112.5145,1.9491,58.4726,1.4303,42.9096,2.0035,60.1063,0.0,0.0002,0.0001,0.0043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,54.0014,54.6489,53.239,49.6824,47.5976,46.0343,59.7685,62.7525,63.4991,59.779,48.4539,48.501,54.06,79,171
28.25,-81.5,22.4161,15.7171,17.2918,19.522,22.2716,25.1217,26.839,27.4197,27.4663,26.5364,23.7954,19.841,17.1709,70.8272,69.7949,68.3169,63.0602,63.2162,64.3612,73.5033,76.0131,77.1364,77.7264,72.9013,71.3794,72.5168,2.9368,35.242,1.8483,55.4495,1.8273,54.8191,1.9172,57.5151,1.846,55.3799,2.3038,69.1147,5.4316,162.9486,5.0879,152.6356,5.3363,160.0876,4.7581,142.7422,2.1333,63.9992,1.2004,36.0117,1.5519,46.5574,0.0,0.0004,0.0004,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.5042,52.5937,50.0675,47.632,45.92,44.6621,60.8335,63.6726,64.9273,62.3653,49.9556,47.9714,51.4492,85,174
28.0,-81.25,22.6539,16.2024,17.7423,19.8567,22.5105,25.1943,26.8871,27.4716,27.486,26.6132,24.0473,20.218,17.6167,73.2091,72.2021,70.5802,65.6646,65.713,67.1935,75.4716,77.7248,79.1029,79.8949,75.5893,74.2115,75.1603,3.0148,36.1781,1.73,51.9009,1.6276,48.8272,1.8843,56.53,1.8087,54.2612,2.489,74.6689,5.7247,171.7415,5.5299,165.8974,5.5945,167.8352,5.0289,150.8675,2.2749,68.2459,1.1748,35.243,1.3109,39.3257,0.0,0.0005,0.0005,0.0138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.2904,51.9858,48.9266,46.9885,45.1646,44.1931,61.2922,63.6909,65.1915,63.3324,49.7774,47.9444,50.9974,86,175
26.75,-80.25,23.9798,19.0765,20.0514,21.3447,23.4461,25.475,27.0043,27.7399,27.8122,27.2096,25.5382,22.5879,20.4722,74.7412,72.0561,71.3382,68.6035,68.9557,72.0339,78.6988,78.9196,79.9243,80.688,76.7194,74.2609,74.6961,3.6288,43.5453,1.444,43.3197,1.6242,48.7261,2.0898,62.6945,2.2234,66.7009,3.6932,110.796,6.9959,209.877,6.0567,181.6998,6.5526,196.5771,6.5724,197.1722,3.556,106.6799,1.5192,45.5761,1.218,36.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.8198,52.5541,47.6178,46.97,46.2464,46.586,64.2176,63.7433,65.7931,67.0337,54.6447,50.4455,51.9855,91,179
27.0,-80.5,23.9893,18.8312,19.8907,21.2899,23.4997,25.6161,27.1954,27.9816,28.0228,27.3048,25.5234,22.4654,20.2502,71.7345,69.6376,69.1472,66.1761,66.1957,68.8017,75.5051,75.0547,76.4145,77.5995,73.0414,71.1642,72.0762,2.6809,32.1712,1.5708,47.1249,1.6268,48.8033,1.911,57.3292,1.8545,55.6355,2.5803,77.4078,4.5238,135.7136,3.6097,108.2897,4.2636,127.9068,4.5945,137.8345,2.9638,88.9149,1.4666,43.9987,1.2059,36.1767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.4253,51.7608,46.4891,45.7437,44.8781,44.1977,62.2636,62.7166,64.6797,65.4631,52.8903,48.9303,51.0905,90,178
30.25,-82.25,20.3289,12.1637,14.0014,16.8616,20.186,23.8524,26.1286,27.119,26.8136,25.3893,21.3724,16.5666,13.4925,70.9805,69.6099,68.1357,63.8013,63.3026,64.7514,74.0315,75.4791,78.2292,76.9169,73.2274,71.4879,72.7931,2.973,35.6766,2.6613,79.8397,2.447,73.411,2.7183,81.5477,2.1423,64.27,2.2434,67.3027,4.6953,140.8596,4.2024,126.0719,4.876,146.2803,3.9744,119.2322,2.1993,65.98,1.4187,42.5606,2.0981,62.9416,0.0,0.0004,0.0002,0.0062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,0.0067,54.0672,55.1645,54.3596,50.3549,47.6633,46.7719,59.4972,61.0782,62.8324,59.1631,48.3023,48.4381,55.181,77,171
27.75,-82.5,22.8202,16.1343,17.5914,19.7288,22.6994,25.6628,27.2803,27.7042,27.7947,26.9864,24.3263,20.2648,17.6692,70.7046,70.958,69.9374,65.7141,63.7003,64.0272,73.2025,76.1318,76.6292,75.8447,70.3598,69.753,72.1972,2.8882,34.6588,2.0105,60.3151,1.6894,50.6811,1.8944,56.8333,1.6849,50.5466,2.2181,66.5417,5.3975,161.9244,5.068,152.0386,5.111,153.3298,4.594,137.8212,2.0381,61.1429,1.3804,41.4124,1.5726,47.1783,0.0,0.0001,0.0001,0.0024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0281,51.1,47.2778,44.744,42.9319,40.1922,58.1167,64.8337,63.9662,60.0533,46.78,43.6814,48.6598,87,170
30.25,-81.75,20.5263,12.4838,14.2666,17.0057,20.2655,23.8254,26.2888,27.3159,27.0485,25.5494,21.5785,16.8617,13.8253,72.2773,70.3427,68.8889,64.9526,64.9793,66.9105,74.6368,75.8686,78.5231,78.6138,75.5607,73.9235,74.127,2.9205,35.0457,2.2135,66.4043,2.3268,69.8032,2.4834,74.501,2.0684,62.0527,2.2734,68.2011,4.5413,136.24,4.2335,127.0046,4.7816,143.4479,4.2529,127.5883,2.432,72.9609,1.4978,44.9333,1.9411,58.2342,0.0,0.0002,0.0001,0.0029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0019,54.1242,55.3503,54.2871,49.963,47.3944,46.4492,58.7664,60.1878,62.444,59.7671,49.3111,49.9376,55.633,77,173
30.5,-82.0,20.1823,11.9387,13.8196,16.7486,20.0729,23.716,26.0936,27.1536,26.8098,25.2102,21.1038,16.2894,13.231,71.5725,69.8757,68.0622,63.4974,63.4308,65.5497,74.4642,75.6662,78.6334,78.3393,74.8832,72.8832,73.5851,3.0523,36.6281,2.5178,75.5339,2.3263,69.788,2.6468,79.4039,2.1663,64.9891,2.3451,70.3526,4.8482,145.4468,4.4593,133.7776,5.1403,154.2091,4.1991,125.9727,2.4068,72.2027,1.468,44.0388,2.1043,63.1285,0.0001,0.0007,0.0006,0.0191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0024,54.1738,55.3807,54.7354,50.635,47.6103,46.9817,59.3943,60.3798,62.596,59.2639,48.4336,48.8971,55.7781,76,172
29.75,-81.5,21.2023,13.8654,15.2808,17.6194,20.6871,24.0117,26.3354,27.2504,27.0885,25.9263,22.6305,18.3365,15.395,74.6282,72.7552,71.8907,68.6696,68.594,69.9265,77.146,78.7847,80.857,80.278,76.1103,75.0094,75.5161,2.8802,34.5624,2.1221,63.6616,2.2958,68.8744,2.2902,68.7075,1.8827,56.4804,2.1829,65.4869,4.2469,127.4071,4.2863,128.5896,4.7503,142.5076,4.5023,135.0689,2.6653,79.9589,1.4479,43.4361,1.8898,56.694,0.0,0.0002,0.0002,0.0057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.1437,55.3322,53.7041,49.2547,46.8864,45.6882,58.9703,60.8168,62.9487,60.2008,49.9955,50.8025,55.1238,79,174
